[Artist Name],[Artist style Trained?],[Midjourney (prompt: artwork by <artist full name>)],[Midjourney (prompt: portrait of a person by <artist full name> --ar 2:3)],[Midjourney (prompt: environment design by <artist full name> --ar 3:2)]
Heinrich Kley,Yes,,,
Heinrich Lefler,?,,,
Helen Frankenthaler,Yes,,,
Helen Levitt,Yes,,,
Helen Musselwhite,Yes,,,
Helmut Newton,Yes,,,
Hendrick Avercamp,Yes,,,
Hendrick Goltzius,Yes,,,
Hendrik Kerstens,Yes,,,
Henri Cartier-Bresson,Yes,,,
Henri de Toulouse-Lautrec,Yes,,,
Henri Emilien Rousseau,NO,,,
Henri Fantin-Latour,Yes,,,
Henri Harpignies,Yes,,,
Henri Le Sidaner,Yes,,,
Henri Martin,Yes,,,
Henri Matisse,Yes,,,
Henri Rousseau,Yes,,,
Henri-Edmond Cross,Yes,,,
Henry Darger,Yes,,,
Henry Fuseli,Yes,,,
Henry Justice Ford,Yes,,,
Henry Moore,Yes,,,
Henry Moret,Yes,,,
Henry Ossawa Tanner,Yes,,,
Henry Raleigh,NO,,,
Henry Scott Tuke,Yes,,,
Henry Twachtman,Yes,,,
Herb Lubalin,Yes,,,
Herb Ritts,Yes,,,
Herbert Bayer,Yes,,,
Hergé,Yes,,,
Herve Leger,Yes,,,
Hieronymus Bosch,Yes,,,
Hieronymus Wierix,NO,,,
Hilla Becher,Yes,,,
Hilma af Klint,Yes,,,
Hipgnosis,Yes,,,
Hippolyte Delaroche,Yes,,,
Hiro Mashima,Yes,,,
Hirohiko Araki,Yes,,,
Hiromu Arakawa,Yes,,,
Hiroshi Nagai,Yes,,,
Hiroshi Sugimoto,Yes,,,
Hiroshi Yoshida,Yes,,,
Hong SoonSang,NO,,,
Honoré Daumier,Yes,,,
Hopare,Yes,,,
Hope Gangloff,Yes,,,
Horace Pippin,Yes,,,
Horst P. Horst,Yes,,,
Howard Chandler Christy,Yes,,,
Howard Chaykin,Yes,,,
Howard Finster,Yes,,,
Howard Hodgkin,Yes,,,
Howard Pyle,Yes,,,
Hsiao-Ron Cheng,Yes,,,
Hubert de Givenchy,Yes,,,
Hubert Robert,Yes,,,
Hubert Van Eyck,Yes,,,
Hugh Ferriss,Yes,,,
Hugh Kretschmer,Yes,,,
Hugo Pratt,Yes,,,
Hugo Van Der Goes,NO,,,
Hyacinthe Rigaud,Yes,,,
I. M. Pei,Yes,,,
Iain Faulkner,Yes,,,
Ian Davenport,Yes,,,
Ian McQue,Yes,,,
Ian Miller,Yes,,,
Ida Rentoul Outhwaite,Yes,,,
Igor Morski,Yes,,,
Ilse Bing,Yes,,,
Ilya Glazunov,NO,,,
Ilya Kuvshinov,Yes,,,
Ilya Mashkov,Yes,,,
Ilya Repin,Yes,,,
Imogen Cunningham,Yes,,,
Ingmar Bergman,Yes,,,
Ingrid Baars,Yes,,,
Inio Asano,Yes,,,
Iris Scott,Yes,,,
Iris Van Herpen,Yes,,,
Irma Stern,Yes,,,
Irving Amen,Yes,,,
Irving Penn,Yes,,,
Isaac Julien,Yes,,,
Isaac Levitan,Yes,,,
Isaac Maimon,Yes,,,
Isaac Mizrahi,Yes,,,
Isaiah Zagar,Yes,,,
Isamu Noguchi,Yes,,,
Ismail Inceoglu,Yes,,,
Issei Suda,Yes,,,
Issey Miyake,Yes,,,
Ithell Colquhoun,Yes,,,
Ito Shinsui,Yes,,,
Ivan Aivazovsky,Yes,,,
Ivan Albright,Yes,,,
Ivan Bilibin,Yes,,,
Ivan Chermayeff,Yes,,,
Ivan Kramskoi,Yes,,,
Ivan Marchuk,Yes,,,
Ivan Reis,Yes,,,
Ivan Shishkin,Yes,,,
Iwan Baan,Yes,,,
Iwona Lifsches,Yes,,,
J. Scott Campbell,Yes,,,
J.C. Leyendecker,Yes,,,
J.J. Grandville,NO,,,
J.M.W. Turner,Yes,,,
Jacek Malczewski,?,,,
Jacek Yerka,Yes,,,
Jack Butler Yeats,Yes,,,
Jack Davis,Yes,,,
Jack Gaughan,Yes,,,
Jack Kirby,Yes,,,
Jack Ohman,Yes,,,
Jack Vettriano,Yes,,,
Jack Whitten,Yes,,,
Jackie Ormes,Yes,,,
Jackson Pollock,Yes,,,
Jacob Hashimoto,Yes,,,
Jacob Jordaens,Yes,,,
Jacob Lawrence,Yes,,,
Jacob van Ruisdael,Yes,,,
Jacques Callot,Yes,,,
Jacques Henri Lartigue,Yes,,,
Jacques Tardi,Yes,,,
Jacques Villon,Yes,,,
Jae Lee,Yes,,,
Jakub Rozalski,Yes,,,
James Abbott McNeill Whistler,Yes,,,
James Bidgood,Yes,,,
James Brooks,Yes,,,
James Bullough,Yes,,,
James C. Christensen,Yes,,,
James Dyson,Yes,,,
James Ensor,Yes,,,
James Gillray,Yes,,,
James Guthrie,Yes,,,
James Jean,Yes,,,
James McIntosh Patrick,Yes,,,
James Montgomery Flagg,Yes,,,
James Nachtwey,Yes,,,
James Nares,Yes,,,
James Paick,Yes,,,
James Pradier,Yes,,,
James R. Eads,Yes,,,
James Rosenquist,Yes,,,
James Stirling,Yes,,,
James Turrell,Yes,,,
James Van Der Zee,Yes,,,
James Welling,Yes,,,
Jamie Baldridge,Yes,,,
Jamie Hewlett,Yes,,,
Jamini Roy,Yes,,,
Jan Berenstain,Yes,,,
Jan Brett,Yes,,,
Jan Brueghel The Elder,Yes,,,
Jan Davidsz de Heem,Yes,,,
Jan Matejko,Yes,,,
Jan Saudek,Yes,,,
Jan Švankmajer,Yes,,,
Jan Toorop,Yes,,,
Jan Van Eyck,Yes,,,
Jan van Goyen,Yes,,,
Jan-Baptist Bosschaert,Yes,,,
Jaroslaw Jasnikowski,NO,,,
Jasmine Becket-Griffith,Yes,,,
Jason A. Engle,NO,,,
Jason Edmiston,Yes,,,
Jason Freeny,Yes,,,
Jason Rhoades,Yes,,,
Jasper Johns,Yes,,,
Jay DeFeo,Yes,,,
Jay Maisel,Yes,,,
Jean Arp,Yes,,,
Jean Beraud,Yes,,,
Jean Delville,Yes,,,
Jean Dubuffet,Yes,,,
Jean Frederic Bazille,Yes,,,
Jean Giraud,Yes,,,
Jean Léon Gérôme,Yes,,,
Jean Metzinger,Yes,,,
Jean Nouvel,Yes,,,
Jean Paul Gaultier,Yes,,,
Jean Prouvé,Yes,,,
Jean Tinguely,Yes,,,
Jean-Antoine Watteau,Yes,,,
Jean-Baptiste Monge,Yes,,,
Jean-Baptiste Simeon Chardin,Yes,,,
Jean-Baptiste-Camille Corot,Yes,,,
Jean-François Millet,Yes,,,
Jean-Honoré Fragonard,Yes,,,
Jean-Louis Forain,Yes,,,
Jean-Luc Godard,?,,,
Jean-Michel Basquiat,Yes,,,
Jean-Pierre Gibrat,Yes,,,
Jean-Pierre Vasarely,Yes,,,
Jeanne Mammen,Yes,,,
Jeff Easley,Yes,,,
Jeff Koons,Yes,,,
Jeff Lemire,Yes,,,
Jeff Wall,Yes,,,
Jeffrey Catherine Jones,Yes,,,
Jeffrey Milstein,Yes,,,
Jeffrey Smith,?,,,
Jeffrey T. Larson,Yes,,,
Jenny Holzer,Yes,,,
Jenny Saville,Yes,,,
Jeremy Geddes,Yes,,,
Jeremy Lipking,Yes,,,
Jeremy Mann,?,,,
Jerry Pinkney,Yes,,,
Jerry Uelsmann,Yes,,,
Jesper Ejsing,?,,,
Jessie Willcox Smith,Yes,,,
Jillian Tamaki,Yes,,,
Jim Aparo,Yes,,,
Jim Burns,Yes,,,
Jim Dine,Yes,,,
Jim Fitzpatrick,Yes,,,
Jim Henson,Yes,,,
Jim Lee,Yes,,,
Jim Starlin,Yes,,,
Jim Steranko,Yes,,,
Jim Woodring,Yes,,,
Jimmy Chin,Yes,,,
Jimmy Choo,Yes,,,
Jimmy Ernst,Yes,,,
Joan Miro,Yes,,,
Joan Mitchell,Yes,,,
Joana Vasconcelos,Yes,,,
Joaquín Sorolla,Yes,,,
Joaquin Sorolla,Yes,,,
Joe Cornish,Yes,,,
Joe Fenton,Yes,,,
Joe Jusko,Yes,,,
Joe Kubert,Yes,,,
Joe Shuster,Yes,,,
Joe Staton,NO,,,
Joel Meyerowitz,Yes,,,
Joel Sartore,Yes,,,
Joel-Peter Witkin,Yes,,,
Johan Christian Dahl,Yes,,,
Johann Bodin,?,,,
Johann Fischer,NO,,,
Johann Hermann Kretzschmer,NO,,,
Johannes Itten,Yes,,,
Johannes Vermeer,Yes,,,
John Atkinson Grimshaw,Yes,,,
John Backderf,NO,,,
John Baldessari,Yes,,,
John Batho,Yes,,,
John Bauer,Yes,,,
John Berkey,Yes,,,
John Blanche,Yes,,,
John Buscema,Yes,,,
John Byrne,Yes,,,
John Chamberlain,Yes,,,
John Constable,Yes,,,
John Currin,Yes,,,
John Divola,Yes,,,
John Duncan,Yes,,,
John Dyer Baizley,Yes,,,
John Everett Millais,Yes,,,
John Frederick Kensett,Yes,,,
John Frederick William Herschel,Yes,,,
John French Sloan,Yes,,,
John Galliano,Yes,,,
John Harris,Yes,,,
John Howe,Yes,,,
John Hoyland,Yes,,,
John James Audubon,Yes,,,
John Kenn Mortensen,Yes,,,
John Kricfalusi,Yes,,,
John Lautner,Yes,,,
John Martin,Yes,,,
John Matson,NO,,,
John Perceval,Yes,,,
John Peter Russell,Yes,,,
John Philip Falter,Yes,,,
John Romita Jr,Yes,,,
John Schoenherr,Yes,,,
John Severin,Yes,,,
John Singer Sargent,Yes,,,
John Singleton Copley,Yes,,,
John Tenniel,Yes,,,
John Varvatos,Yes,,,
John William Waterhouse,Yes,,,
Jon Foster,Yes,,,
Jon Klassen,Yes,,,
Jonathan Adler,Yes,,,
Jonathan Ive,Yes,,,
Joost Swarte,Yes,,,
Jørn Utzon,Yes,,,
José Clemente Orozco,Yes,,,
José Guadalupe Posada,Yes,,,
Josef Albers,Yes,,,
Josef Capek,Yes,,,
Josef Koudelka,Yes,,,
Josef Sudek,Yes,,,
Joseph Beuys,Yes,,,
Joseph Clement Coll,Yes,,,
Joseph Cornell,Yes,,,
Joseph Ducreux,Yes,,,
Joseph Kosuth,Yes,,,
Joseph Stella,Yes,,,
Joseph Wright Of Derby,Yes,,,
Josephine Wall,Yes,,,
Josh Agle,Yes,,,
Josh Kirby,Yes,,,
Juan Gris,Yes,,,
Judy Chicago,Yes,,,
Jules Bastien-Lepage,Yes,,,
Jules Feiffer,Yes,,,
Jules Joseph Lefebvre,Yes,,,
Julia Margaret Cameron,Yes,,,
Julian Schnabel,?,,,
Julie Bell,NO,,,
Julie Blackmon,Yes,,,
Julie Mehretu,Yes,,,
Julius Shulman,Yes,,,
Jun Kaneko,Yes,,,
Junji Ito,Yes,,,
Junya Ishigami,Yes,,,
Junya Watanabe,Yes,,,
Justin Gerard,?,,,
Kadir Nelson,Yes,,,
Kaethe Butcher,Yes,,,
Kaffe Fassett,Yes,,,
Kaja Foglio,?,,,
Kanzan Shimomura,NO,,,
Kara Walker,Yes,,,
Karel Appel,Yes,,,
Karel Thole,Yes,,,
Karen Knorr,Yes,,,
Karim Rashid,Yes,,,
Karl Blossfeldt,Yes,,,
Karl Bryullov,Yes,,,
Karl Schmidt-Rottluff,Yes,,,
Karol Bak,Yes,,,
Kate Greenaway,Yes,,,
Kate Spade,Yes,,,
Käthe Kollwitz,Yes,,,
Kathleen Lolley,Yes,,,
Kathy Fornal,Yes,,,
Kati Horna,NO,,,
Katia Chausheva,Yes,,,
Katsuhiro Otomo,Yes,,,
Katsushika Hokusai,Yes,,,
Katsuya Terada,Yes,,,
Kawacy,Yes,,,
Kawanabe Kyōsai,Yes,,,
Kawase Hasui,Yes,,,
Kay Nielsen,Yes,,,
Kay Sage,Yes,,,
Kazimir Malevich,Yes,,,
Kazuki Takamatsu,Yes,,,
Kazumasa Nagai,Yes,,,
Kazuo Oga,Yes,,,
Kazuo Shiraga,Yes,,,
Kees Scherer,Yes,,,
Kees van Dongen,Yes,,,
Kehinde Wiley,Yes,,,
Keiichi Tanaami,Yes,,,
Keith Giffen,Yes,,,
Keith Haring,Yes,,,
Keith Mallett,Yes,,,
Keith Negley,Yes,,,
Kelly Freas,Yes,,,
Kelly McKernan,Yes,,,
Kelly Wearstler,Yes,,,
Ken Price,Yes,,,
Ken Sugimori,Yes,,,
Kengo Kuma,Yes,,,
Kenneth Noland,Yes,,,
Kenny Scharf,Yes,,,
Kent Monkman,Yes,,,
Kentaro Miura,NO,,,
Kevin Eastman,Yes,,,
Kevin Maguire,Yes,,,
Kiki Smith,Yes,,,
Kikuji Kawada,Yes,,,
Kilian Eng,Yes,,,
Kim Deitch,NO,,,
Kitagawa Utamaro,Yes,,,
Koloman Moser,Yes,,,
Konstantin Chaykin,Yes,,,
Konstantin Korovin,Yes,,,
Konstantin Makovsky,Yes,,,
Konstantin Melnikov,?,,,
Krenz Cushart,Yes,,,
Krzysztof Wodiczko,NO,,,
Kurt Schwitters,Yes,,,
Kuzma Petrov-Vodkin,Yes,,,
L. S. Lowry,Yes,,,
Ladislav Sutnar,Yes,,,
Larry Burrows,Yes,,,
Larry Carlson,Yes,,,
Larry Elmore,Yes,,,
Larry Poons,Yes,,,
Larry Sultan,Yes,,,
Larry Zox,Yes,,,
László Moholy-Nagy,Yes,,,
Laure Albin Guillot,Yes,,,
Laure Prouvost,Yes,,,
Laurel Burch,Yes,,,
Laurent Baheux,Yes,,,
Laurent Grasso,Yes,,,
Laurie Greasley,Yes,,,
Laurie Lipton,Yes,,,
Lawren Harris,Yes,,,
Lawrence Alma-Tadema,Yes,,,
Le Corbusier,Yes,,,
Lebbeus Woods,Yes,,,
Lee Bontecou,Yes,,,
Lee Friedlander,Yes,,,
Lee Jeffries,Yes,,,
Lee Krasner,Yes,,,
Lee Madgwick,Yes,,,
Lee Miller,Yes,,,
Leni Riefenstahl,Yes,,,
Leo Lesser Ury,Yes,,,
Léon Bakst,Yes,,,
Leon Kossoff,Yes,,,
Leonardo da Vinci,Yes,,,
Leonetto Cappiello,Yes,,,
Leonid Afremov,Yes,,,
Leonor Fini,Yes,,,
Leonora Carrington,Yes,,,
LeRoy Neiman,Yes,,,
Les Edwards,Yes,,,
Levalet,Yes,,,
Lewis Baltz,Yes,,,
Lewis Hine,Yes,,,
Li Wei,Yes,,,
Liam Gillick,Yes,,,
Limbourg brothers,Yes,,,
Lin Fengmian,Yes,,,
Lina Bo Bardi,Yes,,,
Liniers,Yes,,,
Lisa Frank,Yes,,,
Lisa Pressman,Yes,,,
Lisette Model,Yes,,,
Liu Bolin,Yes,,,
Liu Xiaodong,Yes,,,
Liu Ye,Yes,,,
Lois Dodd,Yes,,,
Lois Van Baarle,Yes,,,
Loretta Lux,Yes,,,
Lorna Simpson,Yes,,,
Lotte Reiniger,Yes,,,
Louis Anquetin,Yes,,,
Louis Comfort Tiffany,Yes,,,
Louis Glackens,NO,,,
Louis Janmot,Yes,,,
Louis Kahn,Yes,,,
Louis Majorelle,Yes,,,
Louis Rhead,Yes,,,
Louis Sullivan,Yes,,,
Louis Wain,Yes,,,
Louis Welden Hawkins,Yes,,,
Louise Bourgeois,Yes,,,
Louise Dahl-Wolfe,Yes,,,
Louise Nevelson,Yes,,,
Lovis Corinth,Yes,,,
Lubaina Himid,Yes,,,
Luc Schuiten,Yes,,,
Lucas Cranach The Elder,Yes,,,
Lucas Foglia,Yes,,,
Lucas Graciano,NO,,,
Lucian Freud,Yes,,,
Ludwig Bemelmans,Yes,,,
Ludwig Mies van der Rohe,Yes,,,
Luis Barragán,Yes,,,
Luis Quiles,Yes,,,
Luis Royo,Yes,,,
Lygia Clark,Yes,,,
Lynda Benglis,Yes,,,
Lynsey Addario,Yes,,,
Lyonel Feininger,Yes,,,
Lyubov Popova,Yes,,,
M. F. Husain,Yes,,,
M.C. Escher,Yes,,,
Mab Graves,Yes,,,
Maciej Kuciara,NO,,,
Magali Villeneuve,NO,,,
Magdalena Abakanowicz,Yes,,,
Maggi Hambling,Yes,,,
MagnaLuna,Yes,,,
Maia Flore,Yes,,,
Makoto Shinkai,Yes,,,
Malcolm Liepke,Yes,,,
Malcolm Teasdale,Yes,,,
Mamoru Oshii,Yes,,,
Man Ray,Yes,,,
Mandy Disher,Yes,,,
Manolo Blahnik,Yes,,,
Mao Hamaguchi,Yes,,,
Marc Adamus,Yes,,,
Marc Chagall,Yes,,,
Marc Lagrange,Yes,,,
Marc Muench,Yes,,,
Marc Newson,Yes,,,
Marc Quinn,Yes,,,
Marc Silvestri,Yes,,,
Marc Simonetti,Yes,,,
Marcel Breuer,Yes,,,
Marcel Broodthaers,Yes,,,
Marcel Duchamp,Yes,,,
Marcel Dzama,Yes,,,
Marcin Sobas,Yes,,,
Marco Mazzoni,Yes,,,
Margaret Bourke-White,Yes,,,
Margaret Keane,Yes,,,
Margaret Macdonald Mackintosh,Yes,,,
Margaret Olley,Yes,,,
Margaret Preston,Yes,,,
Maria Lassnig,Yes,,,
Maria Sibylla Merian,Yes,,,
Marianna Rothen,Yes,,,
Marianne Breslauer,NO,,,
Marianne North,Yes,,,
Marianne Stokes,Yes,,,
Marianne von Werefkin,Yes,,,
Marie Bashkirtseff,NO,,,
Marie Bracquemond,Yes,,,
Marie Laurencin,Yes,,,
Marie Severin,Yes,,,
Marie Spartali Stillman,Yes,,,
Mariko Mori,Yes,,,
Marino Marini,Yes,,,
Mario Botta,Yes,,,
Mario Giacomelli,Yes,,,
Mario Testino,Yes,,,
Marion Peck,Yes,,,
Marjane Satrapi,Yes,,,
Marjorie Miller,Yes,,,
Marc Allante,Yes,,,
Mark Bradford,Yes,,,
Mark Brooks,Yes,,,
Mark Catesby,Yes,,,
Mark Gertler,Yes,,,
Mark Hearld,Yes,,,
Mark Riddick,Yes,,,
Mark Rothko,Yes,,,
Mark Ryden,Yes,,,
Mark Tobey,Yes,,,
Marko Manev,Yes,,,
Marlene Dumas,Yes,,,
Marsden Hartley,Yes,,,
Marsel van Oosten,Yes,,,
Marta Bevacqua,Yes,,,
Martha Rosler,Yes,,,
Martin Creed,Yes,,,
Martin Grelle,Yes,,,
Martin Johnson Heade,Yes,,,
Martin Parr,Yes,,,
Martin Schoeller,Yes,,,
Martin Schongauer,Yes,,,
Martin Stranka,Yes,,,
Martin Whatson,Yes,,,
Martine Franck,Yes,,,
Martiros Saryan,Yes,,,
Mary Anning,Yes,,,
Mary Blair,Yes,,,
Mary Bradish Titcomb,Yes,,,
Mary Cassatt,Yes,,,
Mary Ellen Mark,Yes,,,
Mary Fedden,Yes,,,
Mary Heilmann,Yes,,,
Mary Katrantzou,Yes,,,
Mary Quant,Yes,,,
Masaaki Sasamoto,Yes,,,
Masaccio,Yes,,,
Masamune Shirow,Yes,,,
Masashi Kishimoto,Yes,,,
Massimo Vignelli,Yes,,,
Mat Collishaw,Yes,,,
Mathew B. Brady,Yes,,,
Mati Klarwein,Yes,,,
Matt Groening,Yes,,,
Matt Molloy,Yes,,,
Matthäus Merian the Elder,Yes,,,
Matthäus Merian the Younger,Yes,,,
Matthias Grünewald,Yes,,,
Matthias Jung,Yes,,,
Maurice Chabas,Yes,,,
Maurice de Vlaminck,Yes,,,
Maurice Denis,Yes,,,
Maurice Prendergast,Yes,,,
Maurice Sendak,Yes,,,
Maurizio Cattelan,Yes,,,
Max Beckmann,Yes,,,
Max Dupain,Yes,,,
Max Ernst,Yes,,,
Max Gimblett,Yes,,,
Max Liebermann,Yes,,,
Max Pechstein,Yes,,,
Max Rive,Yes,,,
Max Weber,Yes,,,
Maxfield Parrish,Yes,,,
Maxime Maufra,Yes,,,
Maya Deren,Yes,,,
mcbess,Yes,,,
Mead Schaeffer,Yes,,,
Mel Bochner,Yes,,,
Meredith Frampton,?,,,
Méret Oppenheim,Yes,,,
Meryl McMaster,Yes,,,
Michael Bierut,Yes,,,
Michael Deforge,Yes,,,
Michael Heizer,Yes,,,
Michael Kaluta,Yes,,,
Michael Kenna,Yes,,,
Michael Kidner,Yes,,,
Michael Parkes,Yes,,,
Michael Shainblum,Yes,,,
Michael Wesely,Yes,,,
Michael Whelan,Yes,,,
Michal Karcz,Yes,,,
Michal Lisowski,NO,,,
Michel Gondry,Yes,,,
Michelangelo,Yes,,,
Mick Rock,Yes,,,
Mickalene Thomas,Yes,,,
Miho Hirano,Yes,,,
Mika Ninagawa,Yes,,,
Mikalojus Konstantinas Ciurlionis,Yes,,,
Mike Allred,Yes,,,
Mike Grell,Yes,,,
Mike Hinge,Yes,,,
Mike Kelley,Yes,,,
Mike Mignola,Yes,,,
Mike Zeck,Yes,,,
Mikel Janin,Yes,,,
Mikhail Larionov,?,,,
Mikhail Nesterov,Yes,,,
Mikhail Vrubel,Yes,,,
Miki Asai,Yes,,,
Mikko Lagerstedt,Yes,,,
Miles Aldridge,Yes,,,
Milo Manara,Yes,,,
Milton Avery,Yes,,,
Milton Caniff,Yes,,,
Milton Glaser,Yes,,,
Minor Martin White,Yes,,,
Minoru Yamasaki,Yes,,,
MirroredSea,Yes,,,
Miss Aniela,Yes,,,
Mitch O'Connell,Yes,,,
Mitsuo Katsui,?,,,
Miuccia Prada,Yes,,,
Moebius,Yes,,,
Mona Hatoum,Yes,,,
Morag Myerscough,Yes,,,
Morris Hirshfield,Yes,,,
Morris Louis,Yes,,,
Morris Scott Dollens,Yes,,,
Moshe Safdie,Yes,,,
Moto Hagio,Yes,,,
Mr. Brainwash,Yes,,,
N.C. Wyeth,Yes,,,
Nadav Kander,Yes,,,
Nam June Paik,Yes,,,
Nan Goldin,Yes,,,
Naoki Urasawa,Yes,,,
Naomi Okubo,Yes,,,
Naoto Hattori,Yes,,,
Naoya Hatakeyama,Yes,,,
Natalia Goncharova,Yes,,,
Nate Berkus,Yes,,,
Nathalie Lété,?,,,
Nathan Wirth,Yes,,,
Naum Gabo,Yes,,,
Neal Adams,Yes,,,
Nedroid,Yes,,,
Neil Welliver,Yes,,,
Neill Blomkamp,?,,,
Nek Chand,Yes,,,
Nell Dorr,Yes,,,
Nicholas Hely Hutchinson,Yes,,,
Nicholas Roerich,Yes,,,
Nick Alm,Yes,,,
Nick Brandt,Yes,,,
Nick Knight,Yes,,,
Nick Park,Yes,,,
Nick Veasey,Yes,,,
Nick Walker,Yes,,,
Nicola Samori,Yes,,,
Nicolae Grigorescu,Yes,,,
Nicolaes Maes,Yes,,,
Nicolas De Stael,Yes,,,
Nicolas Poussin,Yes,,,
Niki de Saint Phalle,Yes,,,
Njideka Akunyili Crosby,Yes,,,
Noah Bradley,Yes,,,
Nobuyoshi Araki,Yes,,,
Nora Heysen,Yes,,,
Norah McGuinness,NO,,,
Noriyoshi Ohrai,Yes,,,
Norman Bluhm,Yes,,,
Norman Foster,Yes,,,
Norman McLaren,Yes,,,
Norman Parkinson,Yes,,,
Norman Rockwell,Yes,,,
Norval Morrisseau,Yes,,,
Nychos,Yes,,,
Odd Nerdrum,Yes,,,
Odilon Redon,Yes,,,
Oglaf,Yes,,,
Ohara Koson,Yes,,,
Okuda San Miguel,Yes,,,
Olafur Eliasson,Yes,,,
Olive Cotton,Yes,,,
Olivia Locher,Yes,,,
Olivier Rousteing,Yes,,,
Olivier Valsecchi,Yes,,,
Ori Gersht,Yes,,,
Orlando Arocena,Yes,,,
Osamu Tezuka,Yes,,,
Oscar de la Renta,Yes,,,
Oscar Gustave Rejlander,Yes,,,
Oscar Niemeyer,Yes,,,
OSGEMEOS,Yes,,,
Oskar Fischinger,Yes,,,
Oskar Kokoschka,Yes,,,
Oskar Schlemmer,Yes,,,
Osman Hamdi Bey,?,,,
Ossip Zadkine,Yes,,,
Oswaldo Guayasamin,Yes,,,
Otl Aicher,Yes,,,
Otto Dix,Yes,,,
Otto Marseus van Schrieck,?,,,
Ozwald Boateng,Yes,,,
P Craig Russell,?,,,
Pablo Picasso,Yes,,,
Paco Rabanne,Yes,,,
Pam Hawkes,Yes,,,
Paola Navone,Yes,,,
Paulo Mendes da Rocha,Yes,,,
Paolo Pellegrin,Yes,,,
Paolo Roversi,Yes,,,
Paolo Soleri,Yes,,,
Paolo Uccello,Yes,,,
Paolo Veronese,Yes,,,
Parmigianino,Yes,,,
Pascal Campion,Yes,,,
Pat Steir,Yes,,,
Patek Philippe,Yes,,,
Patricia Piccinini,Yes,,,
Patrick Demarchelier,Yes,,,
Patrick Heron,Yes,,,
Patrick Nagel,Yes,,,
Patrick Woodroffe,Yes,,,
Patty Maher,Yes,,,
Paul Barson,Yes,,,
Paul Cadmus,Yes,,,
Paul Caponigro,Yes,,,
Paul Catherall,Yes,,,
Paul Cesar Helleu,Yes,,,
Paul Cezanne,Yes,,,
Paul Delaroche,Yes,,,
Paul Delvaux,Yes,,,
Paul Fusco,Yes,,,
Paul Gauguin,Yes,,,
Paul Gulacy,Yes,,,
Paul Gustav Fischer,Yes,,,
Paul Klee,Yes,,,
Paul Laffoley,Yes,,,
Paul Lehr,Yes,,,
Paul McCarthy,Yes,,,
Paul Nicklen,Yes,,,
Paul Outerbridge,Yes,,,
Paul Pope,Yes,,,
Paul Rand,Yes,,,
Paul Ranson,Yes,,,
Paul Serusier,Yes,,,
Paul Signac,Yes,,,
Paul Strand,Yes,,,
Paula Modersohn-Becker,Yes,,,
Paula Rego,Yes,,,
Paula Scher,Yes,,,
Peder Severin Kroyer,Yes,,,
Pegi Nicol MacLeod,Yes,,,
Pendleton Ward,NO,,,
Pentti Sammallahti,Yes,,,
Pete Souza,Yes,,,
Pete Turner,Yes,,,
Peter Andrew Jones,Yes,,,
Peter Bagge,Yes,,,
Peter Blake,Yes,,,
Peter Doig,Yes,,,
Peter Dombrovskis,Yes,,,
Peter Eisenman,Yes,,,
Peter Elson,Yes,,,
Peter Gric,Yes,,,
Peter Henry Emerson,Yes,,,
Peter Lik,Yes,,,
Peter Lindbergh,Yes,,,
Peter Max,Yes,,,
Peter Mohrbacher,Yes,,,
Peter Paul Rubens,Yes,,,
Peter Robert Keil,Yes,,,
Peter Saville,Yes,,,
Peter Voulkos,Yes,,,
Peter Zumthor,Yes,,,
Petra Collins,Yes,,,
Phil Foglio,NO,,,
Philip Guston,Yes,,,
Philip Johnson,Yes,,,
Philip-Lorca diCorcia,Yes,,,
Philipp Otto Runge,Yes,,,
Philippe Caza,Yes,,,
Philippe Druillet,Yes,,,
Philippe Halsman,Yes,,,
Philippe Starck,Yes,,,
Phlegm,Yes,,,
Piero della Francesca,Yes,,,
Piero Manzoni,Yes,,,
Pierre Adolphe Vallette,Yes,,,
Pierre Alechinsky,Yes,,,
Pierre Bonnard,Yes,,,
Pierre Cardin,Yes,,,
Pierre Paulin,Yes,,,
Pierre Puvis de Chavannes,Yes,,,
Pierre Soulages,Yes,,,
Pierre-Auguste Renoir,Yes,,,
Piet Hein Eek,Yes,,,
Piet Mondrian,Yes,,,
Pieter Aertsen,Yes,,,
Pieter Bruegel the Elder,Yes,,,
Pieter Brueghel the Younger,Yes,,,
Pieter Claesz,Yes,,,
Pieter de Hooch,Yes,,,
Pietro Bernini,Yes,,,
Pietro Rotari,Yes,,,
Pino Daeni,Yes,,,
Piper Thibodeau,Yes,,,
Pixelkitties,Yes,,,
Pontormo,Yes,,,
Pushead,Yes,,,
Pyotr Konchalovsky,NO,,,
Qi Baishi,Yes,,,
Quentin Blake,Yes,,,
Rachel Maclean,Yes,,,
Rachel Ruysch,Yes,,,
Rachel Whiteread,Yes,,,
Raf Simons,Yes,,,
Rafael Albuquerque,Yes,,,
Rafal Olbinski,Yes,,,
Ragnar Axelsson,Yes,,,
Raimonds Staprans,Yes,,,
Raina Telgemeier,Yes,,,
Raja Ravi Varma,Yes,,,
Ralph Albert Blakelock,Yes,,,
Ralph Bakshi,Yes,,,
Ralph Eugene Meatyard,Yes,,,
Ralph Gibson,Yes,,,
Ralph McQuarrie,Yes,,,
Ralph Rucci,Yes,,,
Ralph Steadman,Yes,,,
Randolph Caldecott,Yes,,,
Raoul De Keyser,Yes,,,
